survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,fare_log,embarked_Q,embarked_S
0,3,0,32.0,1,0,15.85,Third,man,True,Unknown,Southampton,no,False,2.8243506567983707,False,True
1,3,0,26.0,0,0,18.7875,Third,man,True,Unknown,Cherbourg,yes,True,2.9850504252071306,False,False
1,3,1,16.0,0,0,7.75,Third,woman,False,Unknown,Queenstown,yes,True,2.169053700369523,True,False
1,1,0,40.0,0,0,31.0,First,man,True,A,Cherbourg,yes,True,3.4657359027997265,False,False
0,3,0,24.0,0,0,7.05,Third,man,True,Unknown,Southampton,no,True,2.0856720914304723,False,True
1,2,1,35.0,0,0,21.0,Second,woman,False,Unknown,Southampton,yes,True,3.091042453358316,False,True
0,3,0,22.0,0,0,7.25,Third,man,True,Unknown,Southampton,no,True,2.1102132003465894,False,True
0,3,0,28.0,1,0,7.75,Third,man,True,Unknown,Queenstown,no,False,2.169053700369523,True,False
1,1,1,31.0,1,0,113.275,First,woman,False,D,Cherbourg,yes,False,4.738607824217808,False,False
1,3,1,27.0,0,0,7.925,Third,woman,False,Unknown,Southampton,yes,True,2.188856327665703,False,True
0,2,0,42.0,1,0,27.0,Second,man,True,Unknown,Southampton,no,False,3.332204510175204,False,True
1,1,1,32.0,0,0,76.2917,First,woman,False,D,Cherbourg,yes,True,4.347586575960343,False,False
0,2,0,30.0,0,0,10.5,Second,man,True,Unknown,Southampton,no,True,2.4423470353692043,False,True
1,3,0,16.0,0,0,8.05,Third,man,True,Unknown,Southampton,yes,True,2.2027647577118348,False,True
0,2,0,27.0,0,0,13.0,Second,man,True,Unknown,Southampton,no,True,2.6390573296152584,False,True
0,3,0,51.0,0,0,8.05,Third,man,True,Unknown,Southampton,no,True,2.2027647577118348,False,True
1,1,0,38.0,1,0,90.0,First,man,True,C,Southampton,yes,False,4.51085950651685,False,True
0,3,0,22.0,0,0,9.35,Third,man,True,Unknown,Southampton,no,True,2.336986519711378,False,True
1,2,0,19.0,0,0,10.5,Second,man,True,Unknown,Southampton,yes,True,2.4423470353692043,False,True
0,3,0,20.5,0,0,7.25,Third,man,True,Unknown,Southampton,no,True,2.1102132003465894,False,True
0,2,0,18.0,0,0,13.0,Second,man,True,Unknown,Southampton,no,True,2.6390573296152584,False,True
0,3,1,28.0,3,1,25.4667,Third,woman,False,Unknown,Southampton,no,False,3.275887339030031,False,True
1,1,1,35.0,1,0,83.475,First,woman,False,C,Southampton,yes,False,4.436455632600354,False,True
0,3,0,29.0,0,0,7.775,Third,man,True,Unknown,Southampton,no,True,2.1719067693519296,False,True
0,2,0,59.0,0,0,13.5,Second,man,True,Unknown,Southampton,no,True,2.6741486494265287,False,True
1,3,1,5.0,4,2,31.3875,Third,child,False,Unknown,Southampton,yes,False,3.4777725458882283,False,True
0,2,0,24.0,0,0,10.5,Second,man,True,Unknown,Southampton,no,True,2.4423470353692043,False,True
0,3,1,28.0,0,0,7.55,Third,woman,False,Unknown,Southampton,no,True,2.145931282948669,False,True
0,2,0,44.0,1,0,26.0,Second,man,True,Unknown,Southampton,no,False,3.295836866004329,False,True
1,2,1,8.0,0,2,26.25,Second,child,False,Unknown,Southampton,yes,False,3.305053521109253,False,True
0,2,0,19.0,0,0,10.5,Second,man,True,Unknown,Southampton,no,True,2.4423470353692043,False,True
0,2,0,33.0,0,0,12.275,Second,man,True,Unknown,Southampton,no,True,2.5858825671280026,False,True
0,3,1,28.0,1,0,14.4542,Third,woman,False,Unknown,Cherbourg,no,False,2.737880811060884,False,False
0,2,0,29.0,0,0,10.5,Second,man,True,Unknown,Southampton,no,True,2.4423470353692043,False,True
0,3,0,22.0,0,0,7.125,Third,man,True,Unknown,Southampton,no,True,2.094945728215801,False,True
0,3,0,30.0,0,0,7.225,Third,man,True,Unknown,Cherbourg,no,True,2.1071782966514356,False,False
0,1,0,44.0,2,0,90.0,First,man,True,C,Queenstown,no,False,4.51085950651685,True,False
0,3,1,25.0,0,0,7.775,Third,woman,False,Unknown,Southampton,no,True,2.1719067693519296,False,True
1,2,1,24.0,0,2,14.5,Second,woman,False,Unknown,Southampton,yes,False,2.740840023925201,False,True
1,1,0,37.0,1,1,52.5542,First,man,True,D,Southampton,yes,False,3.9806942251907276,False,True
0,2,0,54.0,1,0,26.0,Second,man,True,Unknown,Southampton,no,False,3.295836866004329,False,True
0,3,0,28.0,0,0,7.25,Third,man,True,Unknown,Southampton,no,True,2.1102132003465894,False,True
0,3,1,29.0,1,1,10.4625,Third,woman,False,G,Southampton,no,False,2.4390808375825834,False,True
0,1,0,62.0,0,0,26.55,First,man,True,C,Southampton,no,True,3.3160025355989236,False,True
0,3,0,30.0,1,0,16.1,Third,man,True,Unknown,Southampton,no,False,2.8390784635086144,False,True
0,3,1,41.0,0,2,20.2125,Third,woman,False,Unknown,Southampton,no,False,3.0545906305603445,False,True
1,3,1,29.0,0,2,15.2458,Third,woman,False,Unknown,Cherbourg,yes,False,2.7878344138303452,False,False
1,1,1,28.0,0,0,79.2,First,woman,False,Unknown,Cherbourg,yes,True,4.384523514872469,False,False
1,1,1,30.0,0,0,86.5,First,woman,False,B,Southampton,yes,True,4.471638793363569,False,True
1,1,1,35.0,0,0,512.3292,First,woman,False,Unknown,Cherbourg,yes,True,6.240917354759096,False,False
1,2,1,50.0,0,1,26.0,Second,woman,False,Unknown,Southampton,yes,False,3.295836866004329,False,True
1,3,0,3.0,4,2,31.3875,Third,child,False,Unknown,Southampton,yes,False,3.4777725458882283,False,True
0,1,0,52.0,1,1,79.65,First,man,True,E,Southampton,no,False,4.390118804571218,False,True
0,1,0,40.0,0,0,0.0,First,man,True,B,Southampton,no,True,0.0,False,True
0,3,1,28.0,0,0,7.75,Third,woman,False,Unknown,Queenstown,no,True,2.169053700369523,True,False
0,2,0,36.0,0,0,10.5,Second,man,True,Unknown,Southampton,no,True,2.4423470353692043,False,True
0,3,0,16.0,4,1,39.6875,Third,man,True,Unknown,Southampton,no,False,3.705920919968788,False,True
1,3,0,25.0,1,0,7.775,Third,man,True,Unknown,Southampton,yes,False,2.1719067693519296,False,True
1,1,1,58.0,0,1,153.4625,First,woman,False,C,Southampton,yes,False,5.039951348430309,False,True
1,1,1,35.0,0,0,135.6333,First,woman,False,C,Southampton,yes,True,4.91730069488021,False,True
0,1,0,28.0,0,0,31.0,First,man,True,Unknown,Southampton,no,True,3.4657359027997265,False,True
1,3,0,25.0,0,0,0.0,Third,man,True,Unknown,Southampton,yes,True,0.0,False,True
1,2,1,41.0,0,1,19.5,Second,woman,False,Unknown,Southampton,yes,False,3.0204248861443626,False,True
0,1,0,37.0,0,1,29.7,First,man,True,C,Cherbourg,no,False,3.4242626545931514,False,False
1,1,1,63.0,1,0,77.9583,First,woman,False,D,Southampton,yes,False,4.368919865004903,False,True
0,3,1,45.0,0,0,7.75,Third,woman,False,Unknown,Southampton,no,True,2.169053700369523,False,True
0,2,0,28.0,0,0,0.0,Second,man,True,Unknown,Southampton,no,True,0.0,False,True
0,3,0,7.0,4,1,29.125,Third,child,False,Unknown,Queenstown,no,False,3.405355391810819,True,False
1,3,1,35.0,1,1,20.25,Third,woman,False,Unknown,Southampton,yes,False,3.056356895370426,False,True
0,3,0,65.0,0,0,7.75,Third,man,True,Unknown,Queenstown,no,True,2.169053700369523,True,False
0,3,0,28.0,0,0,7.8542,Third,man,True,Unknown,Southampton,no,True,2.180891922715322,False,True
0,3,0,16.0,0,0,9.5,Third,man,True,Unknown,Southampton,no,True,2.3513752571634776,False,True
1,3,0,19.0,0,0,8.05,Third,man,True,Unknown,Southampton,yes,True,2.2027647577118348,False,True
0,1,0,28.0,0,0,26.0,First,man,True,A,Southampton,no,True,3.295836866004329,False,True
0,3,0,33.0,0,0,8.6625,Third,man,True,Unknown,Cherbourg,no,True,2.2682524139135403,False,False
1,3,0,30.0,0,0,9.5,Third,man,True,Unknown,Southampton,yes,True,2.3513752571634776,False,True
0,3,0,22.0,0,0,7.8958,Third,man,True,Unknown,Southampton,no,True,2.1855792552411137,False,True
1,2,0,42.0,0,0,13.0,Second,man,True,Unknown,Southampton,yes,True,2.6390573296152584,False,True
1,3,1,22.0,0,0,7.75,Third,woman,False,Unknown,Queenstown,yes,True,2.169053700369523,True,False
1,1,1,26.0,0,0,78.85,First,woman,False,Unknown,Southampton,yes,True,4.380149874661021,False,True
1,1,1,19.0,1,0,91.0792,First,woman,False,B,Cherbourg,yes,False,4.5226490762785785,False,False
0,2,0,36.0,0,0,12.875,Second,man,True,D,Cherbourg,no,True,2.630088659632498,False,False
0,3,1,24.0,0,0,8.85,Third,woman,False,Unknown,Southampton,no,True,2.2874714551839976,False,True
0,3,0,24.0,0,0,7.8958,Third,man,True,Unknown,Southampton,no,True,2.1855792552411137,False,True
0,3,0,23.5,0,0,7.2292,Third,man,True,Unknown,Cherbourg,no,True,2.1076888046179385,False,False
0,1,1,2.0,1,2,151.55,First,child,False,C,Southampton,no,False,5.027492411162679,False,True
1,1,0,28.0,0,0,30.5,First,man,True,C,Southampton,yes,True,3.449987545831587,False,True
1,1,1,50.0,0,1,247.5208,First,woman,False,B,Cherbourg,yes,False,5.515526544247129,False,False
1,3,0,28.0,2,0,23.25,Third,man,True,Unknown,Queenstown,yes,False,3.188416617383492,True,False
0,3,0,19.0,0,0,0.0,Third,man,True,Unknown,Southampton,no,True,0.0,False,True
1,2,1,28.0,0,0,12.35,Second,woman,False,E,Queenstown,yes,True,2.5915163848462583,True,False
1,1,0,0.92,1,2,151.55,First,child,False,C,Southampton,yes,False,5.027492411162679,False,True
1,1,1,28.0,0,0,110.8833,First,woman,False,Unknown,Cherbourg,yes,True,4.717456363787216,False,False
1,1,1,17.0,1,0,108.9,First,woman,False,C,Cherbourg,yes,False,4.699570861409576,False,False
0,2,0,30.0,1,0,24.0,Second,man,True,Unknown,Cherbourg,no,False,3.2188758248682006,False,False
1,1,1,30.0,0,0,56.9292,First,woman,False,E,Cherbourg,yes,True,4.0592215752427645,False,False
1,1,1,24.0,0,0,83.1583,First,woman,False,C,Cherbourg,yes,True,4.432699549165613,False,False
1,1,1,18.0,2,2,262.375,First,woman,False,B,Cherbourg,yes,False,5.5735788721243535,False,False
0,2,1,26.0,1,1,26.0,Second,woman,False,Unknown,Southampton,no,False,3.295836866004329,False,True
0,2,0,43.0,1,1,26.25,Second,man,True,Unknown,Southampton,no,False,3.305053521109253,False,True
1,3,1,26.0,0,0,7.8542,Third,woman,False,Unknown,Southampton,yes,True,2.180891922715322,False,True
1,2,1,24.0,1,0,26.0,Second,woman,False,Unknown,Southampton,yes,False,3.295836866004329,False,True
0,2,0,54.0,0,0,14.0,Second,man,True,Unknown,Southampton,no,True,2.70805020110221,False,True
1,1,1,31.0,0,2,164.8667,First,woman,False,C,Southampton,yes,False,5.11118445372147,False,True
1,1,1,40.0,1,1,134.5,First,woman,False,E,Cherbourg,yes,False,4.908971640319756,False,False
0,3,0,27.0,0,0,7.8958,Third,man,True,Unknown,Southampton,no,True,2.1855792552411137,False,True
1,2,1,30.0,0,0,12.35,Second,woman,False,Unknown,Queenstown,yes,True,2.5915163848462583,True,False
1,2,1,22.0,1,1,29.0,Second,woman,False,Unknown,Southampton,yes,False,3.4011973816621555,False,True
1,1,1,36.0,0,0,135.6333,First,woman,False,C,Cherbourg,yes,True,4.91730069488021,False,False
0,3,0,61.0,0,0,6.2375,Third,man,True,Unknown,Southampton,no,True,1.9792758428991135,False,True
1,2,1,36.0,0,0,13.0,Second,woman,False,D,Southampton,yes,True,2.6390573296152584,False,True
1,3,1,31.0,1,1,20.525,Third,woman,False,Unknown,Southampton,yes,False,3.0692150503137943,False,True
1,1,1,16.0,0,1,57.9792,First,woman,False,B,Cherbourg,yes,False,4.077184839375167,False,False
1,3,1,28.0,2,0,23.25,Third,woman,False,Unknown,Queenstown,yes,False,3.188416617383492,True,False
0,1,0,45.5,0,0,28.5,First,man,True,C,Southampton,no,True,3.3843902633457743,False,True
0,1,0,38.0,0,1,153.4625,First,man,True,C,Southampton,no,False,5.039951348430309,False,True
0,3,0,16.0,2,0,18.0,Third,man,True,Unknown,Southampton,no,False,2.9444389791664403,False,True
1,1,1,28.0,1,0,133.65,First,woman,False,Unknown,Southampton,yes,False,4.902678819257608,False,True
0,1,0,29.0,1,0,66.6,First,man,True,C,Southampton,no,False,4.213607983048918,False,True
1,1,1,41.0,0,0,134.5,First,woman,False,E,Cherbourg,yes,True,4.908971640319756,False,False
1,3,0,45.0,0,0,8.05,Third,man,True,Unknown,Southampton,yes,True,2.2027647577118348,False,True
0,1,0,45.0,0,0,35.5,First,man,True,Unknown,Southampton,no,True,3.597312260588446,False,True
1,2,0,2.0,1,1,26.0,Second,child,False,F,Southampton,yes,False,3.295836866004329,False,True
1,1,1,24.0,3,2,263.0,First,woman,False,C,Southampton,yes,False,5.575949103146316,False,True
0,2,0,28.0,0,0,13.0,Second,man,True,Unknown,Southampton,no,True,2.6390573296152584,False,True
0,2,0,36.0,0,0,13.0,Second,man,True,Unknown,Southampton,no,True,2.6390573296152584,False,True
1,2,1,24.0,0,0,13.0,Second,woman,False,F,Southampton,yes,True,2.6390573296152584,False,True
1,2,1,40.0,0,0,13.0,Second,woman,False,Unknown,Southampton,yes,True,2.6390573296152584,False,True
1,3,1,28.0,1,0,16.1,Third,woman,False,Unknown,Southampton,yes,False,2.8390784635086144,False,True
1,3,0,3.0,1,1,15.9,Third,child,False,Unknown,Southampton,yes,False,2.8273136219290276,False,True
0,3,0,42.0,0,0,8.6625,Third,man,True,Unknown,Southampton,no,True,2.2682524139135403,False,True
0,3,0,23.0,0,0,9.225,Third,man,True,Unknown,Southampton,no,True,2.3248357019288655,False,True
0,1,0,28.0,0,0,35.0,First,man,True,C,Southampton,no,True,3.58351893845611,False,True
0,3,0,15.0,1,1,7.2292,Third,child,False,Unknown,Cherbourg,no,False,2.1076888046179385,False,False
0,3,0,25.0,1,0,17.8,Third,man,True,Unknown,Southampton,no,False,2.9338568698359038,False,True
1,1,1,22.0,0,1,55.0,First,woman,False,E,Southampton,yes,False,4.02535169073515,False,True
0,2,1,38.0,0,0,13.0,Second,woman,False,Unknown,Southampton,no,True,2.6390573296152584,False,True
0,3,0,40.0,1,4,27.9,Third,man,True,Unknown,Southampton,no,False,3.3638415951183864,False,True
0,2,0,29.0,1,0,27.7208,Second,man,True,Unknown,Cherbourg,no,False,3.357621598945279,False,False
0,3,1,45.0,0,1,14.4542,Third,woman,False,Unknown,Cherbourg,no,False,2.737880811060884,False,False
0,3,0,35.0,0,0,7.05,Third,man,True,Unknown,Southampton,no,True,2.0856720914304723,False,True
0,3,0,30.0,0,0,7.25,Third,man,True,Unknown,Southampton,no,True,2.1102132003465894,False,True
1,1,1,60.0,1,0,75.25,First,woman,False,D,Cherbourg,yes,False,4.334017415487521,False,False
1,3,1,28.0,0,0,7.2292,Third,woman,False,Unknown,Cherbourg,yes,True,2.1076888046179385,False,False
1,1,1,24.0,0,0,69.3,First,woman,False,B,Cherbourg,yes,True,4.252771798816619,False,False
1,1,0,25.0,1,0,55.4417,First,man,True,E,Cherbourg,yes,False,4.0332082470129285,False,False
0,3,0,18.0,1,0,6.4958,Third,man,True,Unknown,Southampton,no,False,2.0143428636837015,False,True
0,3,0,19.0,0,0,8.05,Third,man,True,Unknown,Southampton,no,True,2.2027647577118348,False,True
0,1,0,22.0,0,0,135.6333,First,man,True,Unknown,Cherbourg,no,True,4.91730069488021,False,False
0,3,1,3.0,3,1,21.075,Third,child,False,Unknown,Southampton,no,False,3.0944457464900235,False,True
1,1,1,28.0,1,0,82.1708,First,woman,False,Unknown,Cherbourg,yes,False,4.420896324687287,False,False
1,3,1,22.0,0,0,7.25,Third,woman,False,Unknown,Southampton,yes,True,2.1102132003465894,False,True
0,1,0,27.0,0,2,211.5,First,man,True,C,Cherbourg,no,False,5.358941988364472,False,False
0,3,0,20.0,0,0,4.0125,Third,man,True,Unknown,Cherbourg,no,True,1.6119347926326877,False,False
0,3,0,19.0,0,0,7.775,Third,man,True,Unknown,Southampton,no,True,2.1719067693519296,False,True
1,1,1,42.0,0,0,227.525,First,woman,False,Unknown,Cherbourg,yes,True,5.4316456135398825,False,False
1,3,1,1.0,0,2,15.7417,Third,child,False,Unknown,Cherbourg,yes,False,2.817902613071225,False,False
0,3,0,32.0,0,0,7.925,Third,man,True,Unknown,Southampton,no,True,2.188856327665703,False,True
1,1,1,35.0,1,0,52.0,First,woman,False,Unknown,Southampton,yes,False,3.970291913552122,False,True
0,2,0,18.0,0,0,73.5,Second,man,True,Unknown,Southampton,no,True,4.310799125385514,False,True
0,3,0,1.0,5,2,46.9,Third,child,False,Unknown,Southampton,no,False,3.8691155044168695,False,True
1,2,1,36.0,0,0,13.0,Second,woman,False,Unknown,Southampton,yes,True,2.6390573296152584,False,True
0,3,0,28.0,0,0,7.7292,Third,man,True,Unknown,Queenstown,no,True,2.1666737276227077,True,False
1,2,1,17.0,0,0,12.0,Second,woman,False,Unknown,Cherbourg,yes,True,2.5649493574615367,False,False
1,1,0,36.0,1,2,120.0,First,man,True,B,Southampton,yes,False,4.795790545596741,False,True
1,3,0,21.0,0,0,7.7958,Third,man,True,Unknown,Southampton,yes,True,2.174274334826008,False,True
0,3,0,28.0,2,0,7.925,Third,man,True,Unknown,Southampton,no,False,2.188856327665703,False,True
1,1,1,23.0,1,0,113.275,First,woman,False,D,Cherbourg,yes,False,4.738607824217808,False,False
1,3,1,24.0,0,2,16.7,Third,woman,False,G,Southampton,yes,False,2.8735646395797834,False,True
0,3,0,22.0,0,0,7.7958,Third,man,True,Unknown,Southampton,no,True,2.174274334826008,False,True
0,3,1,31.0,0,0,7.8542,Third,woman,False,Unknown,Southampton,no,True,2.180891922715322,False,True
0,2,0,46.0,0,0,26.0,Second,man,True,Unknown,Southampton,no,True,3.295836866004329,False,True
0,2,0,23.0,0,0,10.5,Second,man,True,Unknown,Southampton,no,True,2.4423470353692043,False,True
1,2,1,28.0,0,0,12.65,Second,woman,False,Unknown,Southampton,yes,True,2.613739521630969,False,True
1,3,0,39.0,0,0,7.925,Third,man,True,Unknown,Southampton,yes,True,2.188856327665703,False,True
0,3,0,26.0,0,0,8.05,Third,man,True,Unknown,Southampton,no,True,2.2027647577118348,False,True
0,3,1,21.0,1,0,9.825,Third,woman,False,Unknown,Southampton,no,False,2.3818582738885534,False,True
0,3,0,28.0,1,0,15.85,Third,man,True,Unknown,Southampton,no,False,2.8243506567983707,False,True
0,3,1,20.0,0,0,8.6625,Third,woman,False,Unknown,Southampton,no,True,2.2682524139135403,False,True
0,2,0,34.0,1,0,21.0,Second,man,True,Unknown,Southampton,no,False,3.091042453358316,False,True
0,3,0,51.0,0,0,7.75,Third,man,True,Unknown,Southampton,no,True,2.169053700369523,False,True
1,2,0,3.0,1,1,18.75,Second,child,False,Unknown,Southampton,yes,False,2.9831534913471307,False,True
0,3,0,21.0,0,0,7.775,Third,man,True,Unknown,Southampton,no,True,2.1719067693519296,False,True
0,3,0,28.0,0,0,6.8583,Third,man,True,Unknown,Queenstown,no,True,2.061570298060867,True,False
1,1,1,33.0,1,0,90.0,First,woman,False,C,Queenstown,yes,False,4.51085950651685,True,False
1,3,0,44.0,0,0,7.925,Third,man,True,Unknown,Southampton,yes,True,2.188856327665703,False,True
0,3,1,28.0,0,0,8.05,Third,woman,False,Unknown,Southampton,no,True,2.2027647577118348,False,True
1,2,1,34.0,1,1,32.5,Second,woman,False,Unknown,Southampton,yes,False,3.5115454388310208,False,True
1,2,1,18.0,0,2,13.0,Second,woman,False,Unknown,Southampton,yes,False,2.6390573296152584,False,True
0,3,1,10.0,0,2,24.15,Third,child,False,Unknown,Southampton,no,False,3.224857896545748,False,True
0,3,0,21.0,0,0,7.7333,Third,man,True,Unknown,Queenstown,no,True,2.167143305297764,True,False
0,3,0,29.0,0,0,7.875,Third,man,True,Unknown,Southampton,no,True,2.1832383353614797,False,True
0,3,1,28.0,1,1,14.4,Third,woman,False,Unknown,Southampton,no,False,2.7343675094195836,False,True
0,3,0,18.0,1,1,20.2125,Third,man,True,Unknown,Southampton,no,False,3.0545906305603445,False,True
1,2,1,28.0,1,0,26.0,Second,woman,False,Unknown,Southampton,yes,False,3.295836866004329,False,True
